layer,distance,elevation
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,30.2118217073705,7.841628074646
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,31.111346421923,7.84543323516846
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,32.0108711364755,7.84923839569092
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,32.4448612969262,7.85038375854492
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,33.3443860114787,7.85418891906738
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,34.2439107260312,7.85799407958984
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,34.677900886482,7.85913991928101
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,35.5774256010345,7.86294460296631
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,36.476950315587,7.86674976348877
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,36.9109404760377,7.86789560317993
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,37.8104651905902,7.87170076370239
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,38.7099899051427,7.8755054473877
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,39.6095146196952,7.87931060791016
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,40.0435047801459,7.88045644760132
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,40.9430294946984,7.88426160812378
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,41.8425542092509,7.88806629180908
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,42.2765443697017,7.88921213150024
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,43.1760690842541,7.89301729202271
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,44.0755937988066,7.89682245254517
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,44.5095839592574,7.89796781539917
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,45.4091086738099,7.90177297592163
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,46.3086333883624,7.90557813644409
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,46.7426235488131,7.90672397613525
