X,Y,fid,pile_id,base_mode,notes,distance,angle,dsm_1,plane_predicted_m,plane_residual_m
67942.5436693027,224179.346044102,149,P02,perimeter_tin,,37.0,202.774969549007,5.42280054092407,5.548653060605602,-0.12585251968153255
67942.4468910975,224179.115536014,150,P02,perimeter_tin,,37.25,202.774969549007,5.42495155334473,5.550309991966969,-0.12535843862223928
67942.3501128923,224178.885027925,151,P02,perimeter_tin,,37.5,202.774969549007,5.42638921737671,5.551966923332884,-0.12557770595617423
67942.2533346871,224178.654519836,152,P02,perimeter_tin,,37.75,202.774969549007,5.42022228240967,5.5536238546985714,-0.1334015722889017
67942.1565564819,224178.424011747,153,P02,perimeter_tin,,38.0,202.774969549007,5.42274379730225,5.555280786064486,-0.13253698876223652
67942.0597782766,224178.193503658,154,P02,perimeter_tin,,38.25,202.774969549007,5.42098903656006,5.556937717431083,-0.13594868087102263
67941.9439716513,224177.972549757,155,P02,perimeter_tin,,38.5,210.547571748972,5.41096830368042,5.55866101298966,-0.14769270930923994
67941.8169082551,224177.757247892,156,P02,perimeter_tin,,38.75,210.547571748972,5.40493011474609,5.560423568058923,-0.15549345331283249
67941.689844859,224177.541946026,157,P02,perimeter_tin,,39.0,210.547571748972,5.39939069747925,5.562186123132506,-0.16279542565325578
67941.5627814629,224177.32664416,158,P02,perimeter_tin,,39.25,210.547571748972,5.40309238433838,5.5639486782060885,-0.16085629386770872
67941.4357180667,224177.111342295,159,P02,perimeter_tin,,39.5,210.547571748972,5.41317462921143,5.565711233275351,-0.1525366040639211
67941.3086546706,224176.896040429,160,P02,perimeter_tin,,39.75,210.547571748972,5.39514112472534,5.567473788348707,-0.17233266362336686
67941.1815912744,224176.680738563,161,P02,perimeter_tin,,40.0,210.547571748972,5.40684366226196,5.5692363434227445,-0.1623926811607843
67941.0545278783,224176.465436698,162,P02,perimeter_tin,,40.25,210.547571748972,5.41160249710083,5.57099889849178,-0.1593964013909499
67940.9274644822,224176.250134832,163,P02,perimeter_tin,,40.5,210.547571748972,5.41292858123779,5.5727614535651355,-0.15983287232734522
67940.7872888118,224176.043198564,164,P02,perimeter_tin,,40.75,214.527971655713,5.4176197052002,5.574561315757592,-0.15694161055739198
67940.6455866854,224175.837236171,165,P02,perimeter_tin,,41.0,214.527971655713,5.4194917678833,5.576365521031676,-0.1568737531483757
67940.503884559,224175.631273778,166,P02,perimeter_tin,,41.25,214.527971655713,5.42185258865356,5.5781697263057595,-0.15631713765219946
67940.3621824325,224175.425311385,167,P02,perimeter_tin,,41.5,214.527971655713,5.42830038070679,5.5799739315805255,-0.15167355087373569
67940.2204803061,224175.219348992,168,P02,perimeter_tin,,41.75,214.527971655713,5.42693948745728,5.581778136854837,-0.15483864939755687
67940.0787781797,224175.013386598,169,P02,perimeter_tin,,42.0,214.527971655713,5.43122100830078,5.583582342133923,-0.15236133383314243
67939.9370760532,224174.807424205,170,P02,perimeter_tin,,42.25,214.527971655713,5.42819929122925,5.585386547408689,-0.15718725617943896
67939.7953739268,224174.601461812,171,P02,perimeter_tin,,42.5,214.527971655713,5.43242073059082,5.587190752682773,-0.15477002209195234
67939.6536718003,224174.395499419,172,P02,perimeter_tin,,42.75,214.527971655713,5.43361711502075,5.588994957957311,-0.1553778429365611
67939.494097928,224174.204226892,173,P02,perimeter_tin,,43.0,224.309722801923,5.42665338516235,5.590834469761148,-0.16418108459879832
67939.3194637468,224174.02533334,174,P02,perimeter_tin,,43.25,224.309722801923,5.42573404312134,5.592703733966118,-0.16696969084477864
67939.1448295656,224173.846439789,175,P02,perimeter_tin,,43.5,224.309722801923,5.421959400177,5.5945729981663135,-0.1726135979893133
67938.9701953844,224173.667546237,176,P02,perimeter_tin,,43.75,224.309722801923,5.41050243377686,5.596442262371056,-0.18593982859419622
67938.7955612033,224173.488652686,177,P02,perimeter_tin,,44.0,224.309722801923,5.41946744918823,5.598311526570569,-0.17884407738233943
67938.6209270221,224173.309759134,178,P02,perimeter_tin,,44.25,224.309722801923,5.38742733001709,5.600180790775539,-0.21275346075844936
67938.4462928409,224173.130865583,179,P02,perimeter_tin,,44.5,224.309722801923,5.30290699005127,5.602050054975734,-0.29914306492446396
67938.2716586597,224172.951972031,180,P02,perimeter_tin,,44.75,224.309722801923,5.17794418334961,5.603919319180477,-0.42597513583086677
67938.0970244785,224172.77307848,181,P02,perimeter_tin,,45.0,224.309722801923,5.13056135177612,5.6057885833809,-0.4752272316047792
67937.9223902973,224172.594184929,182,P02,perimeter_tin,,45.25,224.309722801923,5.11259841918945,5.607657847580867,-0.4950594283914178
67937.7477561161,224172.415291377,183,P02,perimeter_tin,,45.5,224.309722801923,5.11202430725098,5.60952711178561,-0.4975028045346299
67937.5731219349,224172.236397826,184,P02,perimeter_tin,,45.75,224.309722801923,5.11044216156006,5.611396375986033,-0.5009542144259722
67937.3984877537,224172.057504274,185,P02,perimeter_tin,,46.0,224.309722801923,5.22817850112915,5.613265640191003,-0.3850871390618522
67937.2238535725,224171.878610723,186,P02,perimeter_tin,,46.25,224.309722801923,5.33549785614014,5.61513490439097,-0.27963704825083013
67937.0469893475,224171.702373553,187,P02,perimeter_tin,,46.5,235.663072125289,5.37987613677979,5.617004681784465,-0.2371285450046754
67936.8405556167,224171.561358962,188,P02,perimeter_tin,,46.75,235.663072125289,5.3894476890564,5.618881263875892,-0.22943357481949178
67936.6341218859,224171.420344371,189,P02,perimeter_tin,,47.0,235.663072125289,5.41454887390137,5.620757845967091,-0.20620897206572142
67936.4276881551,224171.279329781,190,P02,perimeter_tin,,47.25,235.663072125289,5.41597032546997,5.622634428053743,-0.20666410258377343
67936.2212544244,224171.13831519,191,P02,perimeter_tin,,47.5,235.663072125289,5.40765523910522,5.624511010144488,-0.2168557710392678
67936.0148206936,224170.997300599,192,P02,perimeter_tin,,47.75,235.663072125289,5.42818260192871,5.626387592235915,-0.19820499030720473
67935.8083869628,224170.856286008,193,P02,perimeter_tin,,48.0,235.663072125289,5.42649984359741,5.628264174327342,-0.20176433072993127
67935.6019532321,224170.715271418,194,P02,perimeter_tin,,48.25,235.663072125289,5.41557168960571,5.6301407564133115,-0.21456906680760124
67935.3955195013,224170.574256827,195,P02,perimeter_tin,,48.5,235.663072125289,5.41638278961182,5.632017338504738,-0.21563454889291833
67935.1890857705,224170.433242236,196,P02,perimeter_tin,,48.75,235.663072125289,5.40862321853638,5.633893920595938,-0.22527070205955813
67934.9826520398,224170.292227646,197,P02,perimeter_tin,,49.0,235.663072125289,5.39329624176025,5.635770502682135,-0.24247426092188462
67934.7715947641,224170.15854969,198,P02,perimeter_tin,,49.25,239.898695434621,5.40825700759888,5.637639501677768,-0.22938249407888822
67934.5553097637,224170.033167081,199,P02,perimeter_tin,,49.5,239.898695434621,5.3980860710144,5.639499926658345,-0.24141385564394557
67934.3390247634,224169.907784472,200,P02,perimeter_tin,,49.75,239.898695434621,5.40756177902222,5.641360351638696,-0.2337985726164753
67934.122739763,224169.782401863,201,P02,perimeter_tin,,50.0,239.898695434621,5.40040826797485,5.643220776619273,-0.24281250864442327
67933.9064547626,224169.657019254,202,P02,perimeter_tin,,50.25,239.898695434621,5.40219497680664,5.645081201600078,-0.24288622479343847
67933.6777582036,224169.559933026,203,P02,perimeter_tin,,50.5,252.734190504909,5.41611242294312,5.646880606962441,-0.23076818401932098
67933.4390236826,224169.485731756,204,P02,perimeter_tin,,50.75,252.734190504909,5.432204246521,5.648630662147525,-0.21642641562652543
67933.2002891616,224169.411530486,205,P02,perimeter_tin,,51.0,252.734190504909,5.44506359100342,5.650380717332837,-0.20531712632941712
67932.9615546406,224169.337329216,206,P02,perimeter_tin,,51.25,252.734190504909,5.45102214813232,5.652130772517921,-0.2011086243856015
67932.7228201196,224169.263127946,207,P02,perimeter_tin,,51.5,252.734190504909,5.46624422073364,5.653880827703006,-0.1876366069693658
67932.4840855986,224169.188926676,208,P02,perimeter_tin,,51.75,252.734190504909,5.47421741485596,5.6556308828883175,-0.1814134680323578
67932.2453510776,224169.114725406,209,P02,perimeter_tin,,52.0,252.734190504909,5.48311281204224,5.657380938073402,-0.17426812603116204
